clean_text,sentiment_label
produk sesuai deskripsi original layanan baik,positive
ya pengiriman cepat karena dalam kota sih,positive
bagus semua 👍🙏,positive
pengiriman cepat dan packing aman,positive
dari dulu memang kalau sudah yang namanya urusan sama anestesi saya percaya sama merk yang satu ini enggak tau kenapa di antara banyak merek segi kemasan amp isinya pas saja begitu oh iya barangnya susah di cari tapi di sini restok amp mengasih pelayanan yang responsif saya order hari minggu di kirim pada hari yang sama besoknya siangnya sudah sampai di tangerang di bungkus kardus double wrap rapi ekspedisi pengiriman sicepat best next day thanks seller gonna order with different amount,positive
rasanya enak cocok di lidah,positive
barang di terima dengan sangat amat amannnn…,positive
sudah pernah coba dan seenak itu buat yang suka keju pedas cocok banget ini 😍😍 varian korean ini memang enak semua sih sih you siwon oppa😍😍,positive
product sesuai respon seller ramah dan sudah kesekian kali belanja disini dari proses hingga pengiriman semakin cepat sama kasih ya sukses terus,positive
barang berfungsi dengan baik sangat puas packing juga rapi amp aman,positive
sesuai deskripsi produk dipacking aman terima kasih,positive
manntaaapp,positive
siang pesan sore langsung sampai mantaaaaapp respon penjual juga baik banget sampai di jelasin yang kita enggak mengerti rekondasi seller banget deh pokok nya 👍👍👍,positive
pelayanan baik dan respon cepat terimakasih,positive
pengiriman cepat,positive
kabek sudah diterima sesuai dengan deskripsi produk diiklan tapi dicb untuk kamera video ke mixer trnyta detek mungkin beda spesifikasiny sama sdi yang biasa dipke buat kamera video🤣 sudah harga juga murah buat mencoba respon pelayanan seller jempolan,positive
alhamdulillah muat deaign keren empuk dan nyaman dipakai,positive
good product,positive
terimakasih,positive
pengiriman cepat dan pengemasan barang sangat rapi dan aman kualitan barang terbaik,positive
kualitas produk bagus sangat bagus dan sama dengan gambar buwat kurir ok dan amanah selalu,positive
lampunya kecil tapi kualitas sama pengiriman oke banget,positive
nyampai masih keadaan frozen packing rapi terima kasih,positive
sangat bagus case ya padahal salah beli masih saja pas buat padahal beli buat tq seller sngat ramah padahal keslahan saya salah beli meminta tukar saja diladeni dicoba dulu malah pas buat,positive
produk bagus tajam ukuran cukup besar keren buat motong² di dapur cocok juga buat teman outdoor rekomen,positive
sesuai deskripsi,positive
produk ini bagus bisa juga buat menghilangkan moda semen yang mengeras di ac outdoor,positive
ok pengiriman cepat,positive
cepat diproses nya cepat sampainya product original wangi coklat banget ampuh thanks seller,positive
barang sesuai pesanan berfung dengan baik seller respon baik pengiriman cepat mantap,positive
barangnya dipacking dengan aman sampai dengan kondisi baik produknya sesuai dengan pic sellernya recommanded terimakasih,positive
terimakasih gan packing bagus mutu biji chia bagus pelayanan top deh bisa buat langganan nih kawan butuh biji chia beli disini saja dijamin puas 🥰👍,positive
✔️expired ✔️packing rapi dengan bubble wrap ✔️dikirim lengkap sesuai pesanan,positive
packingnya oke barang sesuai harga 👍,positive
barang sesuai harga kondisi kirim sangat rapi dan aman overall baguuuuusswesss,positive
barang original dan sesuai deskripsi berfungsi dengan baik dan pengiriman aman,positive
sesuai pesanan,positive
kualitas baguuuss packing aman enggak ada yang pecah,positive
mantap sesuai dan packingnya kurang aman tapi harusnya sudah oke,positive
admin gercep kualitas barang mantap,positive
seller responsif amp informatif maskernya nyaman dipakai cuma tipis sekali bahannya,positive
barang sesuai deskripsi pengiriman cepat recommended seller,positive
suka banget,positive
chia oat rasa stambery dan tropical enak menu sarapan yang praktis dan cocok pas buat saya yang lagi diet😊,positive
penjual gercep paket cepaaaat dan aman…barang ori…rekomended and terima kasih ya kak,positive
kurir tidak mengikuti arahan soal paket yang sudah sangat jelas ini estimasi awal sampai max tanggal tapi berubah jadi tanggal terus berubah lagi jadi tanggal notif ekspedisi berputar bolakbalik parahnya ada notif kalau percobaan pengiriman gagal padahal enggak ada kurir datang mengirim paket hari itu saya sudah enggak ada ekspektasi tinggi soal delivery tokopedia karena saya sadar memang kurang di bagian itu tapi ini ternyata malah jauh lebih jelek lagi,neutral
barang sudah datang terima kasih seller,positive
standard saja produksi pabrik enggak mengasih bonus enggak istimewa,positive
sweet soyunya enak kayak yang di sutei,positive
efektif membunuh hama packaging aman dan bagus barang sesuai deskripsi,positive
terang bingit… rekomended seller deh ada harga ada kualitas memang,positive
thank cepat sekali sampai barang aman,positive
barang sudah datang pengiriman cepat packing aman masak jadi praktis terimakasih,positive
sampai dengan selamat packing rapi dengan ice pack juga buah buahan seperti biasa masih oke dan tidak rusak,positive
barang orisinal dan sesuai,positive
pesanan sudah sampai sudah dipasang dan berfungsi dengan baik cuma pengiriman lama kemungkinan karena jaraknya jauh,positive
produk sesuai bagus cepat sampai dan packing rapi terimakasih,positive
kualitas sesuai harga packing aman terima kasih,positive
proses kirim express👍🏼 semua item sesuai👍🏼 ok👍🏼👍🏼👍🏼 terima kasih sehat selalu sukses untuk seller staff kurir🙏🏼,positive
sudah terpasang semua pc di ruangan dan saat semuanya dinyalakan tidak berisik brgnya pun cepat dtgnya respon penjual juga baik terimakasih,positive
good,positive
mantap sekali pakai langsung berotot,positive
barang bagus kuat seller respon cepat toko rekomen murah murah,positive
kokoh pengerjaan rapi mantap,positive
terimakasih produk sesuai dengan keinginan rekommeded seller 👍,positive
packing aman dan rapi proses pengiriman cepat hanya saja di ekspedisi perlu waktu lebih lama karena tanggal merah kualitas produk sesuai deskripsi tebal sesuai ekspektasi amp kebutuhan motif manis jadi makin semangat melantai rekommeded seller,positive
barangnya bagus pelayanan cepat dan ramah puas terimakasih,positive
mantap bahan sesuai gambar bagus,positive
bagus banget tarikan nya kencang mantul pokoknyaaaa 👍👍,positive
produknya berkualitas dan enak lembut banget kayak kamu min ya ☺,positive
barang tiba tepat waktu sesuai gambar belum dicoba kualitas barangnya,positive
pengiriman cepat dan pengemasan produk sangat aman,positive
baik,negative
respon toko cepat,positive
alhamdulillah sesuai pesanan,positive
bagus,positive
sangat cepat responnya barang baik,positive
pengirimannya cepat banget kemarin pagi pesan siang besoknya sampai barangnya baguuss banget puas sama barang dan pelayanannya,positive
warnanya cocok sesuai ekspektasi kualitas bagus dan tanpa cacat thanks seller,positive
pengiriman cepat admin fast respon,positive
enak top segar,positive
barang sesuai dan cepat kirim rekomended seller terima kasih,positive
sudah beli ditoko ini 👍👍,positive
pengiriman sat set packing aman,positive
barang sesuai iklan packing rapi pengiriman sesuai jadwal seller responsif,positive
barang sudah diterima sesuai pesanan terima kasih,positive
barang sesuai deakripsi bagus dan mantap,positive
bagus ternyata panjang banget,positive
kemasan sangat premium dan komunikasi brandnya baik semoga cocok sama susunya,positive
manthap,positive
terima kasih buat barangnya dan akan pesan lagi segerah,positive
saya order lebih dari bulan tapi barang tidak sampai begitu saya ajukan komplain ke tokopedia tiba tiba status barang sampai padahal sampai sekarang saya tidak pernah terima barangnya saya selalu beli di official store ini tapi kali sangat mengecewakan saat ini juga masih ada order saya yang nyangkut belum saya terima dansudah lebih dari bulan,negative
bagus cocok banget,positive
selalu pesan di sini respon cepat dan baik pengiriman cepat sesuai produk nya bagus selalu pacakaging rapi,positive
produknya ampuh mantap banget untuk mengusir semut cuma saran kalau dipakai langsung cuci tangan karena kalau kulit sensitif jadi agak gatal jangan lupa kunjungi juga ya toko kami jika tertarik dengan produk produk kecantikan organik kalau suka tanaman dan burung peliharaan bisa ceki ceki juga,positive
pilihan kartu nya beragam product orginal packing rapi,positive
pengiriman cepat sesuai pesanan packingan rapi admin ramah kualitas barang bagus expire lama,positive
katanya seller gede tapi pengiriman enggak cepat sudah begitu pelapak kebanyakan alasan di cancel juga enggak mau kwalitas juga enggak sesuai dengan foto warna nya kusam padahal difoto warna cerah mending lagi kalo mau beli dilapak ini,negative
pengiriman dan pengepakan bagus dan aman diterima beras bersih bentuk jadinya nasi enak dan pulen juga hampir sama sumo ok itu saja thx,positive
alhamdulillah paket sampai dengan selamat sepatny pas di anak saya suka sukses terus tokonya berkah barokah rezeki nya,positive
thanks for the received with good conditions,positive
datang barang lebih dari perkiraan cepat aman berfungsi,positive
bagus berfungsiiiiiiiiiiiiiiiii,positive
pengiriman jne lama kalo bisa pakai jnt saja,positive
barang ok respon cepat pengiriman cepat sip deh,positive
sesuai dengan deskripsi packing rapi pengiriman cepat terimakasih,positive
eunak lembut,positive
mantap,positive
paket aman rekomed,positive
praktis tinggal masak saja semua masih bagus segar kurir juga ramah sekali sukses terus ya,positive
barang sampai dengan selamat packing buble super tebal proses juga cukup cepat respon seller juga bagus 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼,positive
kualitas produknya bagus packing nya juga rapi dan aman ponakan saya suka rotinya terimakasih untuk traktirannya ya kakak seller jadi barokah 🙏 terimakasih ya kakak seller tokopedia serta ekspedisinya sukses selalu usahanya dan sehat²,positive
seller cepat sayang expired nya jadi bulan lagi,neutral
sudah langganan produk selalu fresh,positive
barang sesuai deskripsi,positive
original paling murah terima kasih,positive
sellernya super duper gercep langsung proses kirim rotinya lembut uenaaak packing rapi pakai kardus lapis kantong plastik terima kasih seller recommended semua deh,positive
intinya kecewa banget dari awal lama banget responnya giliran sampai box nya rusak yang paling bangsat lagi di cas sampai jam enggak memang bgst kalo enggak niat jualan enggak usah jualan sudah ongkirnya mahal enggak fungsi terus mau buat apa loh masak dapat nya enggak jelas padahal brand besar,negative
𝚔𝚞𝚊𝚕𝚒𝚝𝚊𝚜 𝚋𝚐𝚞,positive
mantap pokoknya,positive
packing aman pelayanan cepat terima kasih gan 🙏👍,positive
barang sesuai deskripsi dan pengiriman cepat serta packing rapi,positive
gaktau kenapa dibuat masak ikut gosong dan bekas coklat diwajannya tidak bisa hilang,positive
enak,positive
bagus menyerap oil dan wanginya jadi menyebar thanksss,positive
suka banget sama build qualitynya tapi agak overhang buat atty mtl,positive
setelah coba ini selama beberapa hari menurut saya ini cukup enak ya rasanya tidak menyengat ya tipis enggak berat di lidah sample dikasi seperti nya vanila enak juga pengiriman agak sedikit trrkendala tapi cs cepat tanggap dan segera kirim pengganti barang yang rusak recommended,positive
plastiknya terbuka tapi dlmnya sptnya bagus masih beku,positive
barang sesuai dan berfungsi dengan baik,positive
respon cepat produk mantap wangi dan bagus recommended 👍,positive
produk original tetapi belum sempat kita coba,positive
hanya kaleng saja yang agak penyok atasnya tapi tidak ngaruh isinya wanginya semua ❤️,positive
pngiriman cepat packingan aman walaupun enggak pakai kardus sok far oke pakai bublewrap tapi kualitas helmnya kurang ssuai sama hrga bgian busa dalam lem nya tipis sudah lepasss,neutral
barang bagus nyaman dipakai semoga awet,positive
maaf ⭐️ dulu karena penjual kurang kooperative dalam komunikasi lamaa dan kadang enggak jawab itu buruk saya pesan jam tanggal dikirim tanggal sampai jam dalam pengepakan kurang rapi sehingga bocor dikardus air tetesan ikan 😖 bilang dikasih free pisau nyatanya tidak ada padahal pembelian masukan mungkin perbaiki kembali dalam chat amp service yang diberikan kepada pembeli kesan baik buruk itu akan membekas toko anda cukup lengkap sayang jika tidak diperbaiki terima kasih,negative
sudah mencoba beberapa merk cuma merk lee kum kee yang paling enak alhamdulillah dapat harga flash sale,positive
cepat tepat dan barang berkualitas terima kasih,positive
cepat asli dan murah cuma kalo harga normal sangat mahal,positive
good,positive
mantap pas satu potong besar belum dicoba semoga ikan discus saya demen burgernya,positive
cepat,positive
paket diterima sesuai pesanan packing aman,positive
produk sesuai kualitas baik pengiriman cepat packing aman terima kasih seller kurir dan toped,positive
barang diterima dengan baik dan sesuai dengan orderan thxz seller juga toped serta kurir🙏🙏🙏packing aman pengiriman yang dilayani toped memang yahut👍👍👍,positive
thanks kak atas segala bantuannya semoga lancar terus usahanya amin,positive
barangnya sesuai pesanan good seller,positive
thanks for the eco friendly concept 😊😊 belum coba tea nya tapi dari bau nya sudah enak fresh bunga segar 🌸🌸 thank you😊😊,positive
daging bagus dan masih segar 👍👍,positive
barang deh diterima sesuai iklan terima kasih juragan,positive
setahu saya sekelas brand kenmaster pasti ada cetakan brand di produk ini kok enggak ada brand nya terrera di produk bisa saja dikirim merk apa saja selain kenmaster,neutral
mantap barang berkualitas dan orisinal tekiro,positive
lengkap bermanfaat dan tiba dengan baik terima kasih mamacia,positive
pesanan cepat diproses dan dikirim oleh penjual packing rapi dan aman pesanan diterima dalam kondisi baik terima kasih,positive
good,positive
namanya telur super jumbo aa tapi yang kualitas enggak seperti sebelumnya lebih banyak yang kecil yang besar cuma pcs,negative
barang original berfungsi dengan baik,positive
👍👍👍👍,positive
saus dan siomay sesuai selera,positive
paha mau campur dengan leher samcan untuk babi kecap atau packing super aman rapi juga pengiriman enggak sampai jam ty ty pak kurir admin🙏🙏,positive
istimewa barang bagus enak lezat dan bergizi,positive
produk sesuai dengan pesanan packing rapi dan aman pengiriman cepat sampai kurirnya sopan dan ramah,positive
warna bagus bahan berkualitas cocol untuk melenturkan kaki,positive
bumbu enak teksturnya halus sekali aroma pas tidk terlalu kuat kemasan aman,positive
servis cepat dan sampai di di hari yang sama belum sempat di coba semoga tahan lama,positive
mantap dipakai sejauh ini aman dan memuaskan hehe dapat vidio platinum juga setahun mantap pokoknya mah puas menyesal enggak beli yang lebih besar lagi,positive
keseluruhan sebenarnya baik tapi sedikit saran saja kalau packing tolong lebih di perhatikan agar lebih aman karena paket yang datang bolong mungkin karena expedisi tapi kalau packing dari toko penjual lebih bagus pakai buble rap sehingga meminimalisir kerusakan,neutral
sesuai dengan gambar bahan bagus recomended 👍,positive
sesuai estimasi sampai tujuan tidak pakai kardus tapi bubblewrap cukup tebal sehingga mie instant tidak begitu remuk,positive
barang bagus harga bagus kirim cepat 👍,positive
packaging oke kualitas powder nya juga mantap,positive
produk original barang sesuai deskripsi,positive
mantap,positive
beli untuk spare dapat karet mantap,positive
barang ok dan sesuai,positive
barang dikirim cepat packaging plastik jadi pada saat membuka celana sesuai yang dipesan ukuran nya pas bahannya enak baru dicoba belum dipakai lari bahan nya awet,positive
sesuai dengan deskripsi berfungsi dengan baik,positive
barang original mantap seperti biasa,positive
bagus lebih keras dari pada merk lain,positive
mantal sesuai pesaanan cepat sampai kurirnya,positive
bahan adem dingin cantik pula model nya turunin lagi harga nya ya moms😀,positive
sesuai pesanan,positive
cepat dan tepat waktu,positive
bahan bagus tebal murah cuman untuk kalian yang timggi dan berat keatas mending beli yang xxl ini yang xl ngepress banget saya beli beberpa dan meski kecewa pertama pakai karena sempit tapi lumayan lah buat dipakai di rumah overall masih bintang,positive
barang sesuai harga oke kualitas terbaik mantapppppppppp,positive
telurnya segar,positive
rasanya enak gurih dan asin cocok bareng teh dan kopi,positive
puas,positive
pesanan smpi dengan aman cuma courier an saja memang lama ya amp tidak update riwayat pengirimannya kasih pilihan courier sic lu dong harga terjangkau expired panjang bahan lumayan bagus sebagai daily masker menutupi mulai dari hidung smpi dagu dengan baik terima kasih octane up store,positive
sesuai pesanan mantap packing aman,positive
seller ramah sayurannya segar kotak rapat kurir komunikatif recommended,positive
barang diterima dengan baik packing mantap berfungsi dengan baik,positive
barang sesuai deskripsi,positive
rasa dijamin enak sudah langganan di roti eneng,positive
pelayanan bagus barang sesuai,positive
barang bagus semoga awet compatible untuk olsera pos,positive
bahannya lumayan bagus sesuai harga,positive
enak dan renyah suka banget,positive
produk kokoh dan kuat menancap dan mencengkeram kuat tidak gampang lepas,positive
aramith billiard training ball sudah diterima dengan baik tapi blister pack nya kok sudah kebuka bagian sampingnya ya,positive
fast pengirimannya dan berfungsi dengan baik semoga awet,positive
daging segar respon kilat mantap,positive
been while still loving itu big time 🥰 freshness tastiness best pokoknya,positive
tetapi belum barang lengkap sesuai deskripsi pengiriman cepat belum di coba semoga bisa menutup yang retak,positive
pengiriman cepat amp aman makasiiiih ☺️,positive
mantaaappp mantaaappp mantaaappp mantaaappp 👍👍👍,positive
sudah langganan disini telurnya selalu baru dan pengiriman tepat waktu,positive
bagus banget presisi meskipun pengiriman agak telat karena tahun baru tapi barangnya tidak mengecewakan,positive
brgnya sudah sampai ya cuman saya baru sempat review ulasannya terima kasih banyak ya,positive
produk ayam serta ikan selalu baru dan segar pilihan buah dan sayur juga bagus utuh segar dan tidak ada yang memar imperfect bumbu bumbu relatif lengkap harga juga bersaing banget sama pasar pokoknya ciamik,positive
bahannya tebal enggak tipis sesuai kebutuhan,positive
murah ukuran besar wang bayclinnya juga enak dan segar,positive
aromanya wangi kesat dilantai,positive
seller fast respons daging segar,positive
sudah sampai dengan aman terima kasih,positive
selalu belanja di sini buat keperluan daging ayam ikan dan lainnya respon cepat,positive
kualitas produk bagus dan menarik,positive
bahan bagus karakteristik ada leset sedikit tapi okla,positive
suara halus,positive
barang yang di order lengkap semua amp sesuai deskripsi,positive
quick response packing rapi produk sesuai description lengkap trmksh recommended seller,positive
size sesuai bajunya melar model sesuai deskripsi pengiriman super cepaatt,positive
terlalu kecil,negative
kualitasnya bagus rsp toko cepat dan barangnya keren,positive
barang original pelapak terbaik,positive
mantap dan keren banget terima kasih bosku pasti order lagi 😁🙏🙏,positive
di bagian jari tengah ada jahitan yang robek,negative
putaran plastik lepas sudah di tanya dan direspon janji bakal dikirimi tapi belum juga jadi enggak terpakai 😑😑😑😑,neutral
banget nya ok pengirimannya cepat bang pesan jam sore besok sore nya sudah sampai cuma kenapa di dalem sarung banget nya ada puntung rokok ya sampai kebakar dikit sarungnya dan jadi bau abu rokok 😅,positive
packing aman respond cepat jahitan rapi ukuran sesuai enak dipakai👍👍,positive
terima kasih banyak sama team packing yogya online bandung sampai dibungkusin bubble wrap begitu biasa dapat yang yogya sukabumi dapat yang area bandung ternyata cepat juga sampai nya walau reguler,positive
bahannya bagus dan kuat pengiriman sangat cepat hanya hari packing sangat tebal jadi sangat aman terima kasih,positive
packaging aman expired sampai tahun depan harga bersaing mie favorite keluarga enaaak,positive
sesuai description kwalitas barang ok banget seller responsif saya akan order lagi sukses selalu ya gan,positive
barang presisi bahan oke warna hitam karena presisi enak di lihat dan enak di pakai,positive
tiba dirumah kemasan rusak kena air hujan driver karena tidak ada wraping sama sekali saat buka kardus nya barang keliru beli dan bayar yang yang datang chat admin diakui ada kekeliruan pengiriman diinfo akan ada refund nilai tetapi sampai saat ini belum ada kabar untuk barang walaupun keliru tetap bagus berfungsi,neutral
packaging rapi dan cepat banget barang oke mantap semoga licin di jalanan,positive
sempat khawatir susu bocor di pengiriman tapi alhamdulillah aman sentosa terima kasih,positive
desain bagus keren gila kualitas pengerjaan rapi bagus performa kencang bisa dingin cooler mode ukuran mini pas dbawa kemana mana enggak ribet,positive
paket sudah diterima packing rapi tidak ada yang bocor rasa beras merahnya enak lembut tidak seret selalu puas belanja di toko ini recommended thanks seller kurir toped,positive
seller responsif pengiriman cepat terima kasih 🙏,positive
kualitas produk sangat baik,positive
mantaps,positive
proses dan pengiriman cepat barang sesuai dengan pesanan terima kasih,positive
cakep banget 🫶🫶 anginnya cencang mantap banget,positive
rasa mienya enak dan sesuai dengan selera kami respon penjual sangat cepat,positive
daging fresh vaik diberi es batu,positive
good overall sesuai deskripsi rekomended semoga awet,positive
rasanya lumayan enak tidak ruarr biasa,neutral
bahan tebal karakteristik bagus desain sesuai gambar iklan ukuran cuma dan cuma kekurangannya di keterlambatan pengiriman barang,positive
enggak jelas kali ya ukuran nya padahal saya beli yang grade aa tapi bisa dikirim yang banyakan ukuran seperti grade sortirannya enggak jelas kutimbang pun ukurannya yang besar kali sama yang kecil jelas gram nya kocak,neutral
mantaapp packing expresss pokok nya nekt order disini lagi,positive
produk sesuai deskripsi packing sangat bagus dan aman respon penjual sangat baik,positive
kasih bintang dulu barang berfungsi tapi jangkauannya tidak sampai jarak meter jadi kalo ada yang masuk ruko pintu ujung alarm tidak nyala… jarak meter baru berfungsi,neutral
lem tabung plastik radiator yang pecah di tunggu sampai hari biar keras baru jalan lancar menit sudah bocor lagi lem nya tidak kuat tahan panas air,negative
bagus banget case nya cutout presisi ringan namun tetap terasa kokoh thank you gan,positive
pengiriman cepat packingan aman barang orisinal respon penjual sangat baik tq seller kualitas produk sangat baik produk sesuai deskripsi barangnya original 👍,positive
terima kasih seller barang tiba dengan packing aman cepat juga cuman sehari sudah tiba dari waktu pesan👍,positive
sok far this is great quality with affordable price even my dog loves itu too 🫶🏻,positive
barang berfungsi dengan baik bisa untuk turbo charging ke poco dan dengan kabel bawaan dari powerbank nya kalau pakai bawaan hp nya belum dicoba,positive
barang cacat jumlah tidak sesuai,negative
bagus dan pengiriman super cepat thanks seller,positive
kualitas barang bagus pengiriman sesuai jadwal,positive
terima kasih,positive
barang sesuai seller responsif semoga fungsinya maksimal,positive
paket cuma dibungkus bubblewrap doang minimal dikasih dus astaga semua mienya,neutral
kualitas daging baik proses pembelian sampai nyampai daging nya super cepat respon penjual baik,positive
kualitas tas nya bagus dan material tebal pengirimannya juga cepat mantap👍🏼,positive
alhamdulillah barang sampai dengan selamat terima kasih juga untuk penjualnya responnya sangat cepat saya pesan pagi langsung di kirim terima kasih ya,positive
seller responsif produk fresh pengiriman cepat tq,positive
from one of my many order very leafy middle tapi strong flavor personal fave,positive
pesan yang dikirim yang harusnya sebelum kirim barang dicek lagi tidak ada penyelesaian dari penjual,negative
udang kupasnya enggak menciut banyak bagus,positive
selalu puas berbelanja di toko ini,positive
mantap enak murah dapat flash sale proses amp pengiriman cepat terima kasih,positive
sangat puas barang original dan kualitas bagus perakitan dari toko pemasangan karet dan tepi sangat rapi intinya ini direkomendasikan,positive
👍👍👍👍👍,positive
mantap lah pokoknya,positive
hasil printnya jelek bisa dibandingkan dari dua foto diatas menggunakan kertas merk blueprint kalau seller mengatakan bahwa yang dijual ini kertas blueprint pasti orisinal berarti sekarang blueprint menjual barang jelek murahan karena saya selalu menggunakan kertas blueprint dari dulu dengan hasil yang memuaskan yang beli kertas blueprint disini bakal kecewa kecuali yang enjoy saja dengan hasil print seperti foto diatas saya sih bicara fakta ya bukan menjelekkan atau pihak,negative
paket cepat sampainya belum dicoba semoga wanginya cocok thx seller,positive
keren barang dipacking dengan baik cepat sampai juga sehari doang,positive
ini enggak tau bagian logistiknya apa jne yang pelayanannya makin jelek apa yang bagian mana paket bisa sehancur ini,negative
ukuran sesuai warna sesuai gambar pengiriman cepat bahan sesuai ekspektasi mantap,positive
produk sesuai kualitas sangat bagus,positive
barang sesuai pesanan dan deskripsi,positive
gambar ok suara speaker internal nya bagus tanpa perlu tambahan speaker,positive
suka banget sama wanginya dituang jadi inhaler enak banget bikin nyaman,positive
barang good mantap,positive
barang sesuai deskripsi dan produk fast respon seller terima kasih seller 👍👍👍,positive
okee sesuai,positive
sangat wangi banget dan bagus,positive
ok sangat luar biasa kejernihan lensa enggak ada lensa ini kartu sim kualitas pengerjaan bagus kali ya coba dulu nih kartu yang pasti murah itu yang bikin kita beli,positive
gercep banget thx,positive
cepat diproses seller komunikatif mudah diinstall,positive
snack nostalgia selalu ngangenin terimakasih👍,positive
mantap pengiriman cepat dan dapat harga murah beras merah ini enak rasanya pas buat yang jaga kesehatan terima kasih👍,positive
manstaaafff,positive
pengiriman cepat barang original next order lagi,positive
packing super aman double kardus bubble warp seller gercep dan teliti tidak ada yang keliru untuk item dengan jumlah yang berbeda beda admin ramah produk lengkap the real official store terima kasih 👍,positive
kemasan rapi tapi rasa pia nya tidak seenak yang diulasan maaf menurut saya tekstur kulit pianya serasa belum matang,positive
sesuai bahannya lebih bagus dari yang biasa,positive
barang selalu bagus dan pengiriman cepat banget dan selalu dapat bonus stiker 😄 terima kasih,positive
barang sesuai deskripsi recomended seller,positive
selalu langganan good product good seller good packing amp good delivery,positive
belum dipasang moga benar awet ya kemasan aman,positive
barang telah diterima dengan baik rekomemd seller👌,positive
kualitas sesuai dengan harga terimakasih meskipun baru dipakai beberapa kali sudah copot,positive
sampai dengan selamat dan cepat sekali kualitas bagus,positive
langganaaan terima kasih,positive
barang segel dan masih baru sesuai deskripsi respon toko nya mantap banget pengiriman juga cepat banget pesan pagi siang sudah sampai resolusi gambar tajam 👍 kualitas suaranya bagus ada banyak fiturnya desain ramping,positive
packing aman pengiriman cepat barang sesuai dengan pesanan,positive
barang mulus bagus kwalitas bagus respon cepat smmasuk keranjang bayar langsung kirim,positive
barang bagus langsung dipakai hasilnya cakep dan nyaman dipakai 🤟🏼,positive
ukuran sesuai warna sesuai model sesuai material bagus trimakasih,positive
packing rapi dan aman pengiriman cepat,positive
cah pecah muk remuk kemasan jelek padahal jelas jelas jualan makanan dari toko ternama saya kira masalah kemasan sudah bisa disiasati ealah,negative
barang sesuai pesenan dan berfungsi dengan baik,positive
selalu oke,positive
barang sesuai pesanan dan berfungsi dengan baik,positive
bagus sesuai,positive
barang berkualitas elegan bahan kuat oke keren,positive
barangnya original 👍 hemat listrik ⚡ bahan kuat amp awet gampang dipakai ada garansi resmi mutu terjamin sni desainnya elegen,positive
top markotop,positive
berasa minuman masa kuliah 😅 mantablah 👍🏼👍🏼👍🏼,positive
produk sesuai deskripsi proses dan pengiriman cepat,positive
mantap seperti yang diharapkan tapi untuk dark choco agak pahit dikit jika yang belum tau hehe,positive
belum dicoba semoga mau lengket dengan baik,positive
obat orisinal packing tanpa bubblewrap tapi dengan label fragile,positive
sudah berkali kali pesan disini selalu dilayani dengan sangat cepat good job,positive
bahan bagus dan ada pelapis dalamnya juga cuma memang besar ternyata saran saja pengaitnya tll kecil enggak kan kuat jadi pegangan kalo diisi sampai full dan berat 😁🙏 yang lain ok banget tks ya,positive
kismis nya enak packaging nya bagus rapi,positive
suka banget barangnya,positive
good lah,positive
pengiriman cepat kualitas bagus sesuai ekspektasi,positive
produk diterima sesuai pesanan dan berat dan masih dalam kondisi dingin proses pengiriman cepat dan amanah difoto lewat dm toped untuk bukti berat ikan salmon terima kasih ya untuk bonus nya kepala ikan salmon 🙏🙂,positive
pengiriman cepat harga ok expired november,positive
ternyata besar sekali packing aman 👍 anteraja kurir terburuk,positive
taugenya bagus kali ini sayur datang siang banget dag dig dug takut ikan sama ayamnya rusak tapi untungnya enggak sih sudah enggak sempat ngerjain ikan sama ayam terima kasih tukangsayur,positive
hepi banget sama seller dan kualitas produknya,positive
cakep banget warna dan bahanya,positive
belanjaan sesuai dan pengiriman cepat top market,positive
maknyus bihun ayamnya pengiriman cepat dapat harga murah karena pas flash sale moga sering,positive
good product,positive
buah sayur ayam amp daging fresh semua pesan jam malam keesokan jam pagi sudah sampai tapi pengemasan bisa diperhatikan agar barang enggak campur aduk pengantar lebih baik pakai box di motor nya jangan cuma pakai tas plastik karena barang belanjaan jadi,positive
fast respon barang orisinal sudah langganan sip recommended,positive
untung sampai nya enggak pas lebaran terima kasih ya,positive
enakkkk,positive
praktis respon penjual cepat,positive
cukup,positive
barang sesuai deskripsi dapat bonus plastic packaging aman dan rapi layanan dan pengiriman cepat,positive
proses dan pengiriman cepat barang bagus,positive
sudah datang telurnyà bàru sempàt poßt kàn,positive
heheh cocabpowdernya sudah pakai lupa foto sama video,positive
barang bagus dan sesuai respon seller cepat saya terpuaskan,positive
mantaaaaaaaaaapppppppp,positive
coba lari tapi selangkangan lecet,neutral
item juga diterima dalam kondisi segel dan komplit👍🏻,positive
product as described secure packaging thank you,positive
enak murah kualitas bagus,positive
pesan jas ujan sama windbreaker dan matras eh matrasnya enggak datang wkwkw payah,negative
good quality product pengirimannya juga cepat trmksh,positive
recommended seller packaging rapi dan aman kurir ramah dan sopan,positive
super enak dan harga terjankau recommended,positive
barang oke seller ramah kurir saja yang lama mengirim ke lokasi,positive
alhamdulillah terimakasih produk yang sebelumnya salah ukuran sudah di kirimkan produk pengganti respon admin sangat baik semoga pelayanan kedepan lebih teliti dan lebih baik lagi,positive
good thx free gift,positive
saya ada pesan tapi enggak dikirim brgnya,negative
ok banget pokoknya proses cepat packing rapi dan niat pakai ice gel dan dapat bonus 🤍 mantap banget semoga kualitas ikannya juga ok ya saking excited nya langsung kasih review hahaha,positive
